Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScoreBins
2,1,28.0,1,0.4106600811508769,1,1,1,0.20157070000185018,2
2,0,39.0,7,0.35264262075490493,2,1,0,0.2931319441006616,1
0,1,38.91621420206537,10,0.28331813924928645,1,1,0,0.6898029761842256,0
2,1,30.0,1,0.23383207102134576,1,1,1,0.39333226323113857,1
1,1,42.0,9,0.40272777684357824,1,1,1,0.9609114670451027,2
0,0,32.0,7,0.2767000737231599,1,1,0,0.5374903803313216,3
0,0,37.0,1,0.0,2,1,1,0.9018460262955111,1
2,1,35.0,7,0.3928164219982703,2,1,0,0.5882200750171641,3
2,1,33.0,8,0.3255394251905226,2,0,0,0.17458657301772315,1
2,0,39.0,7,0.6671856290336846,2,0,1,0.6976958799565358,3
0,1,34.0,8,0.4547197629125037,1,1,0,0.46395945812825123,2
1,0,40.0,2,0.7984215822448072,1,1,1,0.5662198239931913,1
2,1,34.0,4,0.5913763233510467,2,1,1,0.10755927191046745,2
1,1,49.0,4,0.4427594486669867,1,0,1,0.7334133909788384,1
2,0,53.0,5,0.3916683462994876,1,0,1,0.22515505230749536,1
2,0,43.0,1,0.4859659154838525,1,1,0,0.4399588660717098,2
0,1,47.0,6,0.48544446870839075,1,0,1,0.0290043699173271,0
0,0,41.0,8,0.22405451552062436,2,0,0,0.4648995479068251,2
0,1,31.0,6,0.5260967112184872,2,1,1,0.8937646045197315,4
0,0,25.0,3,0.0,2,1,0,0.8980726659395971,2
2,1,45.0,6,0.49518483779609485,1,1,1,0.7318745440189538,0
1,0,36.0,6,0.0,2,1,1,0.2990527095337605,3
2,1,53.0,10,0.6686896659914789,1,1,1,0.6844417641884799,1
1,1,40.0,8,0.3308742206845816,1,1,0,0.5054391694406816,2
2,1,42.0,6,0.5050038045327488,2,1,0,0.2083734996692184,1
1,0,38.91621420206537,7,0.5870332452510898,1,1,1,0.2890049499727224,1
0,0,35.0,10,0.0,2,1,1,0.12576216028630732,0
0,0,46.0,1,0.0,1,1,1,0.5223372832105466,0
2,1,50.0,5,0.4951541879015501,1,0,1,0.7973025923975738,0
0,0,39.0,3,0.663620715486515,2,1,0,0.469165105267553,0
2,0,34.0,4,0.5908755224083213,1,0,1,0.16864955603260107,0
1,1,33.0,2,0.0,2,1,1,0.7913618750590681,1
0,1,28.0,2,0.0,2,1,0,0.230326696199487,4
2,0,35.0,4,0.43152660109927504,2,1,0,0.874875250586431,1
0,0,44.0,6,0.0,2,0,0,0.8358340721538906,1
0,1,40.0,4,0.0,1,0,0,0.756640559173401,1
2,0,26.0,1,0.4194920734550032,2,1,1,0.11740876253682225,1
2,1,38.91621420206537,7,0.30999195729230145,1,1,0,0.8887123220267535,2
0,1,60.0,9,0.0,1,1,1,0.28541420705677395,2
2,0,35.0,1,0.6524592514833414,3,1,1,0.14787362193089437,1
0,0,27.0,2,0.0,2,0,1,0.022431992255260377,0
2,0,28.0,5,0.3664368668569777,1,1,0,0.7174198635969735,2
0,1,32.0,9,0.5791336235361537,1,1,0,0.5177964495609331,0
0,1,51.0,4,0.16216113881137956,1,1,1,0.23384083179943682,1
1,1,46.0,7,0.2742138052944126,1,1,1,0.1984817550076032,2
2,0,39.0,8,0.6478014240762058,3,1,0,0.18021661068632053,1
2,0,49.0,5,0.5283885182226777,1,1,1,0.15838887613767114,3
0,1,42.0,5,0.0,2,1,0,0.8925487884092931,1
1,1,28.0,9,0.3882374313810042,1,1,1,0.8792942726030336,4
0,0,38.91621420206537,0,0.44280468615763485,1,1,1,0.8616304357066099,0
1,1,39.0,3,0.0,2,0,1,0.47780178006999663,2
0,1,51.0,8,0.7446273106343696,1,1,0,0.46868540945660314,1
2,1,35.0,8,0.2851908119348378,1,1,0,0.8869490536346221,1
0,1,28.0,8,0.2695897764705981,2,1,1,0.9712613054546709,4
0,0,38.91621420206537,7,0.4560251534796459,1,1,1,0.8875138575733982,2
1,1,42.0,5,0.4792138114722197,1,1,0,0.9744868134906882,1
0,0,43.0,2,0.0,1,1,1,0.2755660665593564,2
0,0,36.0,1,0.0,1,1,1,0.28449616938417616,0
1,0,38.91621420206537,7,0.5896275256619133,1,1,1,0.5339215895117984,3
1,0,36.0,6,0.3451895149939165,1,0,0,0.09907701185463211,1
0,0,75.0,3,0.0,2,1,1,0.006327054233679315,1
1,1,40.0,2,0.28015765285419275,1,1,1,0.5773414361071482,2
1,1,38.91621420206537,1,0.0,2,1,1,0.05316407716936966,3
1,1,38.0,9,0.0,1,1,0,0.39370164850743244,3
1,0,39.0,1,0.5694622067469706,2,1,0,0.22178038002629247,0
0,0,34.0,9,0.500101216394274,1,1,0,0.9946862925409375,2
1,1,18.0,1,0.0,2,0,0,0.20767668312323823,3
2,0,45.0,3,0.4392984418494378,1,1,0,0.21519615123244265,0
1,0,37.0,3,0.0,2,1,1,0.7350733995096531,2
0,1,41.0,0,0.0,1,1,0,0.6420065116218598,2
2,0,33.0,3,0.5486580228649808,2,1,1,0.8583119187882442,1
1,1,35.0,1,0.0,2,0,0,0.9341624125103947,1
0,0,36.0,0,0.4125269347407149,1,1,1,0.7309710077312384,1
0,0,43.0,0,0.37123993251602677,1,1,0,0.8377964095571125,2
2,1,44.0,9,0.6410496389191326,2,1,0,0.9813440183537527,0
0,1,34.0,9,0.0,2,1,0,0.5393781606143386,0
0,1,31.0,5,0.5264474512340848,3,1,1,0.27234050851856356,2
0,0,38.91621420206537,9,0.0,1,0,0,0.018688884788497298,2
2,1,38.91621420206537,4,0.3820411307236337,2,1,0,0.9647010789530399,2
0,1,34.0,10,0.0,2,1,0,0.12826569937429022,1
0,1,34.0,3,0.6070345134951007,1,1,0,0.06059133647263313,2
0,0,38.91621420206537,2,0.6168369396514737,2,1,1,0.8740271195899207,4
0,0,28.0,5,0.0,1,1,0,0.29672883760399116,2
2,0,29.0,8,0.3196680771862393,2,1,0,0.3510917292601443,3
2,1,49.0,7,0.48308518410801776,4,1,1,0.8404250105885112,0
0,1,34.0,0,0.0,1,1,1,0.8396813395679287,1
1,0,41.0,4,0.0,1,1,0,0.664724981235708,3
0,0,38.91621420206537,10,0.0,2,1,0,0.5480672904262357,0
2,0,47.0,10,0.5570234512347225,1,1,0,0.8292687451651631,0
0,0,39.0,6,0.0,2,1,1,0.7024975385149282,3
2,1,49.0,7,0.4629395544621324,3,1,1,0.4217759296012769,1
0,0,38.0,3,0.5299040738014388,1,0,1,0.622432942345994,0
2,0,35.0,7,0.20899401824860445,1,1,0,0.8052777540255094,3
0,0,32.0,1,0.0,2,1,0,0.04945877331285137,0
2,0,42.0,10,0.6617485609396231,1,1,0,0.49145473392709,1
0,1,33.0,7,0.0,1,1,1,0.2901849126591589,1
1,0,33.0,2,0.0,1,0,0,0.13774115428023376,2
2,1,39.0,2,0.5297245586843647,1,0,1,0.7469355823481142,0
0,1,39.0,2,0.4373264858253804,1,1,1,0.9001400133712769,2
0,0,37.0,7,0.0,2,1,0,0.08515433223872879,2
0,0,23.0,9,0.37274974871271443,1,0,1,0.4071090289122611,0
0,1,41.0,1,0.35506970180602015,1,1,0,0.12245364432303284,1
2,0,38.91621420206537,1,0.5275899071212539,2,0,0,0.9306488269629749,2
0,1,43.0,8,0.0,1,1,1,0.46588704221253124,0
2,1,49.0,0,0.43366994144913584,3,1,0,0.3072060381766459,0
0,0,32.0,8,0.5486270142590564,1,0,0,0.9936084396059823,0
0,1,29.0,1,0.0,2,1,0,0.773493818659682,2
0,1,41.0,6,0.3814158967890111,2,1,1,0.9218608377100013,2
2,1,42.0,1,0.3925726178306101,1,1,0,0.20003500334281923,1
0,1,35.0,3,0.5831514301284637,1,1,1,0.5272097985357601,1
2,1,70.0,9,0.46574571372783274,2,0,1,0.5356222019202833,1
1,0,38.91621420206537,5,0.6214918176539327,1,1,1,0.7917096582723651,1
1,0,38.91621420206537,3,0.0,2,0,1,0.030234037350566977,1
0,1,32.0,9,0.0,2,1,1,0.27858990533595956,1
1,0,36.0,7,0.0,2,1,0,0.40307604376217926,0
1,0,24.0,9,0.3159206991173189,1,0,1,0.98290836774912,2
0,1,38.91621420206537,8,0.0,2,1,1,0.5074191585296396,0
0,1,34.0,8,0.5158801328459695,2,0,0,0.19061915412921931,4
0,1,38.91621420206537,0,0.0,2,1,0,0.22079238567283171,4
0,0,38.0,2,0.6778127326517314,2,0,0,0.6745132160121291,2
2,0,39.0,0,0.4432622025938899,2,1,1,0.7379038698195678,2
0,1,40.0,1,0.5625263627953486,1,1,1,0.3389936238910816,1
0,1,46.0,10,0.0,1,1,0,0.367422938890664,1
0,0,34.0,4,0.49573569890468283,1,1,0,0.5344576907094627,1
2,1,33.0,8,0.6042595222626048,1,1,0,0.021891190608703127,3
1,0,36.0,3,0.0,3,1,0,0.3251726539884559,2
1,0,39.0,1,0.5651264623018852,1,1,0,0.4622660464074319,1
1,1,58.0,6,0.3918264583042462,1,1,1,0.6601757967885933,1
0,1,29.0,4,0.4855493320016904,2,1,1,0.2518104979025497,0
0,0,30.0,10,0.0,2,1,1,0.6203598943699123,1
0,0,31.0,3,0.45891612805820886,1,1,0,0.1989948540085578,0
2,0,35.0,7,0.625143419784503,2,1,0,0.15907874201986288,1
0,1,66.0,2,0.0,1,1,0,0.6539255498900144,0
2,0,41.0,2,0.45519214594260166,1,1,0,0.8203284413661505,1
0,1,33.0,8,0.0,1,0,0,0.3677994248450727,2
1,1,36.0,7,0.538447582442736,1,1,0,0.7193090940184788,2
0,1,37.0,9,0.5363158404274819,1,1,0,0.13793722300479694,2
1,0,25.0,10,0.5121985185299738,1,1,0,0.6078117960265205,2
1,0,67.0,10,0.4965249037965973,1,0,1,0.8494952267941588,4
0,1,40.0,9,0.3707380554391626,2,1,0,0.9580784464916399,3
2,0,25.0,5,0.45543929808313816,2,1,1,0.6336439629984664,0
0,1,38.0,4,0.0,2,0,0,0.4403863068923082,1
2,0,37.0,4,0.2336804158214198,1,0,0,0.9102220262035023,0
1,0,31.0,6,0.6095167962418527,1,1,1,0.2544659514983681,2
1,0,38.0,8,0.0,2,0,1,0.6312093804958373,4
1,0,38.91621420206537,4,0.0,2,1,1,0.7984010973047925,2
0,1,28.0,9,0.0,2,1,1,0.5011909637370369,2
0,0,62.0,4,0.5601852130480547,1,1,0,0.15490769368474688,2
0,1,38.91621420206537,3,0.24566536158166852,1,0,0,0.5389306678787824,0
0,0,64.0,7,0.5660798772920113,1,1,0,0.1613329572974219,1
2,1,57.0,3,0.5498104429571387,1,1,1,0.36231665124019347,1
2,0,27.0,2,0.5876328512504818,1,0,0,0.9375719381200904,1
2,1,28.0,7,0.3055280333142433,2,1,1,0.9274468711761972,1
1,1,38.0,3,0.5814087703896033,1,1,0,0.2815259357268619,0
0,1,35.0,4,0.5634134958938907,2,1,0,0.19755861684790896,0
0,1,44.0,1,0.25284732139650806,1,1,0,0.321849836659401,2
2,1,37.0,1,0.3813054933977378,2,1,0,0.5016677592710104,2
0,0,37.0,4,0.0,1,1,1,0.39938719147678603,0
0,0,60.0,3,0.0,2,1,1,0.43489088207923854,1
2,1,46.0,3,0.4593423170339799,4,1,0,0.6537645845178214,2
1,0,44.0,4,0.0,2,0,1,0.5086329744490599,1
0,0,48.0,3,0.5872560847314542,1,1,1,0.787310338137292,1
2,0,30.0,4,0.31834048637038254,2,1,0,0.6491385427308307,1
1,0,46.0,10,0.0,2,1,1,0.6475487409047564,1
1,1,18.0,7,0.0,1,0,1,0.29819677779227916,1
0,0,41.0,2,0.36517492022358566,1,1,1,0.35567261673489814,3
1,1,42.0,3,0.7079638190948365,3,0,1,0.0819135227414218,2
2,1,35.0,7,0.41457286502260743,2,1,1,0.27600785875051065,1
0,0,60.0,5,0.0,1,1,1,0.19453322792326666,3
0,1,40.0,8,0.43531550997458773,1,1,0,0.2641048720152775,1
1,1,67.0,6,0.6326057324709009,1,1,1,0.5930357349126841,1
0,1,28.0,7,0.4771109257946125,1,0,0,0.15590908931802985,1
1,1,53.0,2,0.5736351360825426,1,1,0,0.010041959007085176,0
0,0,48.0,9,0.0,1,1,0,0.6875498610117267,3
0,1,36.0,5,0.45975092915215104,1,1,1,0.6115300511198819,2
0,0,35.0,7,0.6567169164181362,3,1,0,0.5990705612385983,1
0,1,37.0,3,0.33677701571980884,1,0,0,0.3998407347901724,0
0,1,25.0,3,0.0,2,0,1,0.8697671627640439,1
0,0,40.0,6,0.0,2,1,1,0.42074218087827386,3
0,0,32.0,7,0.5095669719924931,1,1,0,0.07894313906978116,1
0,1,38.0,1,0.0,2,0,0,0.22323091855272176,2
0,0,34.0,6,0.0,1,1,1,0.7013513290519244,0
0,1,35.0,5,0.5435053730381129,1,0,0,0.7137838163544618,2
1,0,26.0,7,0.49306656738598537,2,1,1,0.8482959622643962,3
2,1,48.0,3,0.5661876899899877,2,0,1,0.3956537849364614,0
2,1,42.0,7,0.5039033178769915,1,1,0,0.1991116151592477,3
2,1,41.0,2,0.4884279908228875,2,1,1,0.2102133753773485,1
2,1,29.0,1,0.38446785306336934,2,0,1,0.24489638760501625,4
0,1,52.0,8,0.6776011726514141,1,0,0,0.2820061315855664,2
2,0,24.0,7,0.16032286256144876,1,1,1,0.8917339105884611,1
0,1,55.0,9,0.5443485839210653,1,0,1,0.016284505170243754,2
2,1,50.0,5,0.4359853835475591,1,1,0,0.7786222084209041,0
0,0,60.0,7,0.5709969334561297,1,1,1,0.6478176665871591,0
2,0,43.0,3,0.463217954349513,3,1,0,0.27898854340589524,0
2,1,57.0,9,0.3798171201701855,1,1,0,0.14212787321189171,2
1,1,39.0,2,0.0,2,1,1,0.24091480736410326,0
0,1,37.0,6,0.0,1,1,1,0.9388242577166118,0
2,0,59.0,3,0.38153757966033147,1,0,0,0.48968586500010747,1
0,0,30.0,6,0.0,1,0,1,0.8751520270185802,0
2,0,58.0,3,0.46374685435030616,2,0,1,0.9675490009295886,1
1,1,33.0,1,0.0,1,1,0,0.653639322555304,2
2,1,33.0,0,0.4124045743034553,1,1,1,0.8135347925726907,1
0,0,40.0,1,0.0,1,1,1,0.24793672795751992,0
1,1,40.0,5,0.4212213413023591,1,1,0,0.8681104545484093,1
2,1,41.0,7,0.7589110781991207,2,1,1,0.6918155683867809,3
0,0,48.0,0,0.0,1,1,0,0.42538817457067146,0
0,1,39.0,9,0.0,1,1,0,0.244783426817261,1
2,1,31.0,1,0.49826493298534086,1,1,1,0.9383221597662575,4
2,0,35.0,1,0.4904062840813177,1,1,0,0.3312009296887853,0
1,0,40.0,3,0.4373912133009861,1,1,0,0.7094935566346585,1
0,1,38.91621420206537,3,0.5211163624242816,1,1,0,0.7191584796348052,3
2,1,52.0,9,0.5415346525754741,2,0,0,0.27016100037553586,2
0,1,74.0,9,0.43097789225896466,1,0,1,0.30412304375067817,4
0,1,44.0,2,0.4894694495282926,1,0,0,0.07555361537026785,1
0,0,31.0,7,0.561709417556746,1,0,1,0.10189568103753907,0
0,1,54.0,6,0.682100130774212,1,1,1,0.8351416060233753,2
1,1,62.0,1,0.2555594584239362,1,1,1,0.38282685996512666,0
1,0,19.0,9,0.0,1,1,0,0.9482382067487444,3
0,1,40.0,6,0.0,1,1,1,0.11363020168426084,0
2,1,34.0,1,0.377374574672928,2,1,0,0.692399224125904,0
0,0,43.0,6,0.0,3,0,0,0.6257747114849468,0
0,1,60.0,5,0.305725205002557,2,0,1,0.06939737744954642,0
2,1,61.0,3,0.5651060157532487,1,1,1,0.4602548043338139,4
0,1,52.0,8,0.0,2,0,1,0.8911724069648651,0
2,0,32.0,8,0.5792408782386507,1,1,1,0.6601983989470994,0
0,0,40.0,6,0.0,1,1,1,0.8092595342855242,1
2,0,28.0,6,0.49790474690341413,2,1,1,0.2514618146032946,2
2,0,39.0,5,0.46964606227173755,3,0,0,0.029099879038448167,0
1,0,58.0,9,0.0,2,0,0,0.5953567565702524,3
0,1,34.0,8,0.5338264631667783,2,1,0,0.45678467293626535,2
0,1,38.91621420206537,5,0.0,2,1,1,0.24299990649106987,1
2,1,39.0,2,0.3366652571966571,2,1,1,0.6097274289694665,1
2,1,37.0,2,0.39721358580290517,2,0,1,0.7385165283284553,3
1,1,58.0,1,0.0,2,1,1,0.058847619947704995,0
0,0,39.0,4,0.0,2,0,0,0.931409549611988,1
0,0,30.0,9,0.0,2,1,1,0.13475651924758814,2
0,1,31.0,9,0.0,2,0,1,0.7008508312543846,4
0,0,22.0,3,0.6250918052026623,1,0,0,0.22183548528884509,0
0,0,34.0,1,0.0,1,0,0,0.5722373986715731,4
2,0,33.0,1,0.47388603077847274,2,1,1,0.13176668371829509,3
1,1,52.0,9,0.0,1,1,1,0.5898856840828298,2
0,1,34.0,3,0.4270124176712546,1,1,0,0.7694928865706674,1
1,1,38.0,5,0.2992256338021545,1,1,1,0.04320582615639793,2
1,0,38.91621420206537,6,0.4738152849230539,2,1,1,0.09560978073406008,1
0,0,33.0,6,0.5249086192724705,2,1,0,0.758134051801947,0
2,1,24.0,9,0.2308898007155017,2,0,0,0.2656389685214938,2
0,0,44.0,2,0.0,2,1,0,0.7483418166434894,1
1,1,43.0,7,0.38849984868358306,2,1,1,0.7991342173177538,0
0,0,47.0,9,0.24390994766042265,1,1,0,0.2908210734125109,1
0,1,42.0,1,0.0,1,0,0,0.6150353858793515,1
0,0,82.0,2,0.0,2,0,1,0.9103058342071666,2
1,0,46.0,3,0.0,2,1,1,0.28200973192939927,0
1,1,42.0,0,0.0,1,1,0,0.6818932708073621,2
1,0,33.0,3,0.4975426875509495,1,1,0,0.9794209346992637,1
0,1,35.0,9,0.4067407209038539,1,1,1,0.01879244467846679,4
0,0,34.0,6,0.0,2,1,1,0.6546457186661326,2
0,1,31.0,8,0.0,2,1,1,0.2159452227687744,1
1,0,33.0,10,0.0,1,1,1,0.4940897355697469,3
0,1,38.0,6,0.5113219474887195,3,1,0,0.04569626399321134,4
2,1,59.0,2,0.5383795867078941,1,1,0,0.9382119992459279,4
1,0,26.0,6,0.0,2,0,0,0.8324976035211362,0
2,1,38.91621420206537,5,0.586043998979825,1,0,0,0.7088260928918712,1
0,1,33.0,3,0.0,1,1,1,0.03827940568324274,2
1,0,49.0,1,0.4418701633001671,2,1,1,0.6226660646091701,2
1,0,43.0,4,0.6782550636395838,1,0,1,0.5011700617408963,1
0,0,38.91621420206537,0,0.0,1,1,1,0.8503878120360494,2
2,0,45.0,1,0.6462800095449114,2,1,0,0.872681791111051,3
1,0,38.91621420206537,4,0.0,2,1,0,0.2927766101662709,1
0,1,41.0,7,0.7170401337052825,1,1,1,0.6859123546298672,2
0,1,25.0,5,0.0,2,1,0,0.23650418614977728,3
0,0,35.0,8,0.0,2,1,1,0.9395324253466205,0
0,1,23.0,8,0.29140496844754776,1,1,1,0.31363730236237564,1
0,1,60.0,3,0.0,2,1,1,0.35084575576967597,1
0,0,32.0,6,0.0,2,0,0,0.16799074311596754,2
2,0,23.0,9,0.4939981009819565,1,1,1,0.7977846384329702,2
1,1,37.0,2,0.626090816394816,1,1,0,0.6738421019207335,1
0,0,43.0,2,0.6393693949603204,1,0,1,0.18629204088990498,2
1,1,33.0,5,0.2769194855170082,1,1,0,0.044814729806696534,1
0,1,38.0,1,0.4620790058624999,1,1,1,0.695303751508269,2
2,1,67.0,6,0.4679653001742661,1,1,1,0.2253190679709912,1
0,1,28.0,2,0.0,2,0,0,0.1269333721370391,1
0,1,45.0,9,0.2988846188506258,1,1,1,0.8550972117837253,2
0,1,34.0,5,0.0,2,1,1,0.45854419097023763,0
0,1,40.0,0,0.0,2,1,0,0.31113481337467724,1
1,0,44.0,2,0.0,2,0,0,0.2286586368998239,2
2,0,34.0,9,0.40764567000091556,1,0,0,0.889289877183271,2
2,0,30.0,5,0.6248420623688288,1,1,1,0.7057505491774464,0
0,1,31.0,8,0.43674322112216957,2,1,1,0.25748423974489565,2
1,1,46.0,9,0.759981951237652,1,1,1,0.07357592650098084,3
0,0,39.0,10,0.3449459898239959,1,0,1,0.658849920167376,1
2,0,34.0,10,0.487038342938362,2,1,1,0.9105276053863143,1
0,0,38.91621420206537,6,0.0,2,1,0,0.004954523156961489,1
0,1,51.0,9,0.6248504323010192,2,1,0,0.20125026940072777,3
2,0,36.0,5,0.41331797304634726,1,1,0,0.9703975729682184,1
0,0,38.91621420206537,9,0.0,1,0,1,0.028540375605870354,1
2,0,48.0,1,0.43075788261281706,1,1,0,0.5942751532771379,1
0,1,40.0,4,0.0,1,0,1,0.5267551551173137,2
0,0,33.0,3,0.0,1,1,1,0.7220806587029062,3
1,1,36.0,0,0.37526614889734716,1,0,1,0.6006908159729254,1
1,1,35.0,8,0.42393822129136177,1,1,1,0.7426508231536111,3
0,0,38.0,8,0.47540421690735074,2,0,1,0.09680499487701075,1
1,1,41.0,8,0.0,2,1,0,0.6607668032297084,1
0,0,49.0,9,0.4781235680191906,2,1,0,0.5153324142455604,1
2,0,27.0,7,0.5414265608797582,1,1,1,0.5070807762141284,1
0,0,31.0,3,0.44074185658408166,1,1,1,0.47356352531666773,2
2,1,32.0,8,0.4960195591763971,2,1,1,0.8289517648935473,0
2,0,48.0,1,0.3669724229467032,1,1,1,0.6699678819327245,2
0,0,45.0,6,0.0,2,1,1,0.9060511278827127,0
0,1,31.0,4,0.37166245466436193,1,1,0,0.3866577758175906,0
0,1,33.0,0,0.0,2,0,0,0.8906407061874408,3
1,1,28.0,8,0.0,1,0,0,0.8835938332110717,2
2,1,30.0,7,0.4660373859362581,1,1,0,0.10594416766801228,2
0,1,34.0,6,0.0,1,0,1,0.26394885711585453,4
0,0,34.0,6,0.3604058922887775,2,1,1,0.057936082895916556,2
2,1,47.0,7,0.5202860252941743,1,1,0,0.464565666021105,1
2,1,26.0,1,0.4501041837345195,2,1,0,0.11043129618878601,0
0,0,42.0,4,0.0,2,1,0,0.08714872270301813,1
0,0,84.0,8,0.35023538840012697,1,0,0,0.9424547044242724,0
0,0,40.0,7,0.0,2,1,1,0.6129030322395789,2
0,0,34.0,3,0.4715363516717087,2,1,1,0.6806085481163451,2
0,1,24.0,1,0.0,2,1,1,0.7573186239285851,0
2,1,37.0,4,0.3924286549969353,1,0,0,0.4540937659546487,2
0,0,45.0,7,0.22848735117911823,1,0,1,0.23670970577690167,1
1,0,50.0,1,0.0,1,0,1,0.7628537025285914,1
1,0,37.0,0,0.0,2,0,0,0.4117367208568418,2
0,0,27.0,2,0.0,2,1,0,0.07268284121133567,1
0,0,34.0,3,0.49411101535288693,2,1,0,0.7389858231461104,2
0,0,33.0,4,0.6229524505347969,2,1,1,0.8305344660415068,0
2,0,25.0,10,0.30677045010585774,2,0,1,0.6575134925385374,2
2,1,28.0,8,0.21145541602170032,1,0,1,0.12284053127073634,0
1,0,25.0,8,0.0,2,1,1,0.2619894699943845,2
0,0,37.0,4,0.0,2,0,1,0.8552215736602845,3
1,0,38.0,10,0.0,2,1,0,0.29163450109485456,1
1,1,35.0,9,0.0,2,0,0,0.7188810531405748,2
1,1,39.0,7,0.6285100855092202,2,1,0,0.6680103449879464,3
2,0,41.0,1,0.342396588192441,3,1,0,0.9458322769824518,1
0,0,72.0,9,0.0,1,0,1,0.3491224411931339,2
0,0,29.0,6,0.0,2,1,1,0.49498242082118843,2
0,1,39.0,6,0.7117848525670324,1,1,0,0.33563065272733544,3
2,0,62.0,7,0.5688543902426679,1,0,1,0.029411058756111202,3
2,0,34.0,9,0.702721013141232,1,1,0,0.80108495361307,0
0,1,33.0,6,0.3738226145922435,1,1,1,0.9962836950928813,0
2,1,30.0,4,0.431650436238873,2,0,1,0.22188614012638205,2
2,1,48.0,2,0.4029520511694609,2,0,1,0.9674146881027138,2
1,1,38.0,6,0.0,1,1,1,0.764415451675635,0
0,1,26.0,4,0.0,2,1,0,0.7380152804592839,1
0,0,29.0,0,0.0,1,1,1,0.42004626441825194,1
0,1,45.0,2,0.43508828624402845,1,1,1,0.6307277344986446,0
0,0,67.0,1,0.0,2,0,1,0.5197196332249729,4
0,0,62.0,7,0.49886238671645533,2,1,1,0.757071900366485,1
0,0,32.0,6,0.6739364974838988,2,1,0,0.5052801042499558,1
1,1,41.0,1,0.28900144277702555,1,1,0,0.12857302872424314,3
1,0,22.0,7,0.6761698743900363,2,0,1,0.6818322149765302,0
0,1,30.0,2,0.4150914421070324,1,0,0,0.7981665249031282,1
2,0,44.0,8,0.4225728860670084,2,0,0,0.7436502185958759,1
2,1,57.0,3,0.46654982507041015,1,1,0,0.466671317110784,3
0,0,26.0,1,0.0,2,1,1,0.9982302309870592,0
2,1,43.0,5,0.31483998144425895,2,0,0,0.7663418356453041,1
0,1,42.0,9,0.5290564786682913,2,0,0,0.8733637562387208,2
1,1,63.0,10,0.0,2,1,0,0.15382108991408677,1
0,0,29.0,4,0.35611857387993673,2,0,0,0.9031617519473109,0
1,1,60.0,8,0.3538759900483898,1,1,1,0.9843281033338683,2
1,1,36.0,0,0.3578038397980631,1,1,0,0.8869452032669118,2
2,0,36.0,3,0.29882606918211296,1,1,1,0.06044622261425966,0
0,0,35.0,2,0.3621621830600624,1,1,1,0.43380582845661764,1
2,0,26.0,8,0.49074223721671223,1,1,0,0.3721046859975128,4
0,1,62.0,3,0.0,2,1,0,0.529922757623353,0
2,0,57.0,1,0.42303363090567975,2,1,1,0.603286313842972,0
1,1,31.0,1,0.0,2,1,0,0.6769178956590355,1
0,1,45.0,5,0.27252208257145366,1,1,0,0.965835587298587,0
0,0,44.0,3,0.0,2,1,1,0.9451130582970674,3
2,0,26.0,10,0.437704248764907,2,1,0,0.7724728211544203,0
2,1,48.0,8,0.6736732431881008,2,1,1,0.8783137289611157,1
0,0,49.0,1,0.0,1,1,0,0.3966915340415009,2
0,0,36.0,6,0.4484637965956617,2,0,1,0.5521013756813775,1
0,0,49.0,3,0.0,2,1,1,0.9390903331268134,2
2,1,46.0,5,0.5674041599918118,2,1,0,0.24207221789680913,1
0,0,43.0,0,0.0,2,1,1,0.20628024976385242,1
2,1,44.0,3,0.5503289004711037,1,1,0,0.07756495745343679,3
2,1,47.0,5,0.41671345525189135,1,1,0,0.24065048212104254,3
0,1,25.0,0,0.0,2,1,1,0.921135618451562,0
0,1,27.0,4,0.7051210314115983,1,1,0,0.4029169285666781,0
0,1,46.0,2,0.0,2,1,1,0.8456355581958077,0
0,1,28.0,5,0.24544614907192003,1,1,1,0.3508751585776442,2
0,0,41.0,9,0.6067944558685163,1,1,1,0.4439024426832762,2
1,1,40.0,9,0.0,2,1,1,0.059742955452245686,0
1,0,35.0,0,0.0,2,0,0,0.383165592314066,2
0,1,39.0,5,0.0,2,0,0,0.8426311712768569,0
0,1,28.0,9,0.0,2,0,0,0.16295441214635994,1
2,0,64.0,3,0.6116796664334911,3,0,0,0.7328803900772524,2
0,0,46.0,10,0.33964630818831665,1,1,0,0.5868457437685299,0
2,1,33.0,3,0.386316691370588,2,1,0,0.2427341311095209,1
1,1,38.0,0,0.4115501237972757,1,0,0,0.7917408612522495,1
1,1,32.0,9,0.0,3,0,1,0.1926294461121037,2
1,0,51.0,10,0.33668897200452985,2,1,1,0.9547187256382984,1
2,0,28.0,9,0.32881135125420846,2,0,0,0.20214975530163126,2
1,0,31.0,5,0.0,2,1,1,0.02593967723917634,1
0,1,40.0,3,0.7706509842302905,2,1,0,0.7459553887396246,1
1,0,26.0,4,0.5416108588152266,1,1,1,0.8284813699708321,2
0,0,24.0,8,0.578249639126388,1,1,1,0.6503795612480991,1
2,1,67.0,9,0.6261298362215513,1,1,1,0.49743965548709895,2
1,0,44.0,9,0.0,2,1,0,0.8876714726256357,3
1,1,27.0,2,0.0,2,1,0,0.11197599370739904,0
2,0,36.0,6,0.5725199422602222,1,1,0,0.11046389930238336,4
2,0,46.0,4,0.5383483788178699,2,1,1,0.2211856732317936,0
